A139,87,83,99
A140,81,61,60
A141,69,73,68
A142,60,92,55
A143,68,65,50
A144,62,79,53
A145,61,70,71
A146,75,83,84
A147,53,75,62
A148,67,85,97
A149,99,82,98
A150,85,91,58
A151,74,94,65
A152,55,92,89
A153,82,77,98
A154,90,89,68
A155,98,67,92
A156,83,54,61
A157,54,74,73
A158,50,95,65
A159,70,84,59
A160,61,75,69
A161,74,57,71
A162,97,98,77
A163,68,72,66
A164,67,79,83
A165,68,54,90
A166,76,68,58
A167,55,87,68
A168,58,53,90
A169,62,56,85
A170,65,53,96
A171,81,62,71
A172,76,85,91
A173,68,62,52
A174,75,92,98
A175,65,79,96
A176,66,56,51
A177,64,91,53
A178,57,87,89
A179,69,83,59
A180,52,73,55
A181,68,61,73
A182,84,96,75
A183,70,95,99
A184,50,57,66
A185,66,87,77
A186,77,62,58
A187,75,60,62
A188,61,90,77
A189,90,88,80
A190,57,82,71
A191,77,51,90
A192,74,79,50
A193,87,88,51
A194,89,88,81
A195,63,86,97
A196,68,94,87
A197,56,70,83
A198,95,64,50
A199,75,85,57
A200,80,79,60
A201,62,56,63
A202,56,91,97
A203,82,95,57
A204,80,53,92
A205,68,76,82
A206,61,97,56
A207,79,65,79
A208,77,56,51
A209,75,59,95
A210,80,65,92
A211,94,72,56
A212,84,94,98
A213,53,72,59
A214,98,67,62
A215,88,74,63
A216,85,90,69
A217,58,56,86
A218,66,69,88
A219,86,81,91
A220,51,97,83
A221,87,54,81
A222,69,67,77
A223,94,85,97
A224,63,51,88
A225,85,73,59
A226,61,97,92
A227,88,73,60
A228,97,53,99
A229,74,63,92
A230,58,56,81
A231,71,80,50
A232,59,93,86
A233,59,95,64
A234,62,93,62
A235,97,72,98
A236,85,69,73
A237,93,86,59
A238,79,91,95
A239,65,90,78
A240,63,88,67
A241,53,50,57
A242,57,84,86
A243,65,59,95
A244,94,91,97
A245,87,61,92
A246,72,99,90
A247,78,67,98
A248,75,72,71
A249,81,87,50
A250,84,87,75
A251,64,66,50
A252,68,69,51
A253,63,58,75
A254,83,60,61
A255,55,81,61
A256,51,64,76
A257,81,61,92
A258,51,98,53
A259,67,80,61
A260,77,65,64
A261,51,88,52
A262,91,52,87
A263,74,97,60
A264,74,61,73
A265,95,51,86
A266,95,72,57
A267,62,50,96
A268,73,50,55
A269,77,65,69
A270,93,91,72
A271,63,61,82
A272,82,96,93
A273,78,60,69
A274,80,93,76
A275,85,84,55
A276,89,60,73
A277,70,73,81
A278,65,97,80
A279,97,79,65
A280,57,76,80
A281,77,64,55
A282,87,73,70
A283,58,70,93
A284,98,51,72
A285,63,67,93
A286,65,68,67
A287,51,76,90
A288,50,69,92
A289,59,86,88
A290,80,55,62
A291,98,75,78
A292,89,85,74
A293,76,62,60
A294,79,88,79
A295,89,63,84
A296,54,79,96
A297,61,85,87
A298,73,97,58
A299,69,54,92
A300,83,65,55
A301,91,97,69
A302,95,64,71
A303,55,63,94
A304,54,70,81
A305,77,90,72
A306,54,69,60
A307,56,94,60
A308,65,76,75
A309,99,99,69
A310,56,87,66
A311,82,71,58
A312,77,65,60
A313,95,78,53
A314,88,59,68
A315,59,73,64
A316,92,77,94
A317,53,95,86
A318,80,90,84
A319,70,74,75
A320,78,56,53
A321,53,79,74
A322,98,68,95
A323,69,76,88
A324,82,79,98
A325,84,93,69
A326,60,79,63
A327,74,96,90
A328,90,61,54
A329,87,62,91
A330,73,50,62
A331,74,86,81
A332,67,59,79
A333,56,88,86
A334,77,85,79
A335,53,82,63
A336,89,53,58
A337,97,94,54
A338,64,56,95
A339,71,72,86
A340,69,72,65
A341,72,57,71
A342,58,84,76
A343,57,78,80
A344,74,70,90
A345,91,89,91
A346,57,97,50
A347,79,73,61
A348,65,56,95
A349,65,50,89
A350,94,82,95
A351,85,90,85
A352,90,66,55
A353,67,74,61
A354,67,89,59
A355,53,74,87
A356,84,58,57
A357,65,68,99
A358,62,53,62
A359,96,63,96
A360,98,50,69
A361,98,87,94
A362,95,80,52
A363,52,84,65
A364,88,67,54
A365,95,91,72
A366,91,57,53
A367,99,52,84
A368,82,76,76
A369,75,76,53
A370,53,79,87
A371,82,81,97
A372,98,69,86
A373,76,57,53
A374,74,50,64
A375,67,76,59
A376,75,63,51
A377,91,69,83
A378,73,87,94
A379,86,89,85
A380,93,97,94
A381,51,57,73
A382,64,98,85
A383,73,95,75
A384,94,53,82
A385,78,72,63
A386,53,96,66
A387,73,62,52
A388,91,66,97
A389,93,66,60
A390,81,70,52
A391,85,93,89
A392,54,91,98
A393,64,71,69
A394,51,73,60
A395,95,79,88
A396,93,61,77
A397,95,85,76
A398,73,58,65
A399,83,96,70
A400,98,75,87
A401,64,75,57
A402,51,58,63
A403,84,56,59
A404,97,93,66
A405,78,94,79
A406,97,83,53
A407,90,74,62
A408,73,60,55
A409,52,55,73
A410,95,82,83
A411,86,75,98
A412,91,73,85
A413,83,59,64
A414,87,80,99
A415,65,57,90
A416,52,70,64
A417,76,72,70
A418,91,74,58
A419,81,76,89
A420,70,95,60
A421,55,80,70
A422,73,62,96
A423,87,55,75
A424,66,65,57
A425,87,50,66
A426,62,89,50
A427,80,82,53
A428,95,57,84
A429,58,85,73
A430,83,89,90
A431,85,62,80
A432,76,97,79
A433,57,75,60
A434,52,66,90
A435,85,56,97
A436,50,92,84
A437,80,71,75
A438,80,96,75
A439,84,60,79
A440,52,95,64
A441,67,91,70
A442,69,89,62
A443,94,84,70
A444,58,51,79
A445,62,87,86
A446,84,67,81
A447,91,61,70
A448,68,93,52
A449,91,63,81
A450,76,97,79
A451,52,94,52
A452,78,68,91
A453,58,87,67
A454,69,57,85
A455,90,60,79
A456,82,93,64
A457,66,99,96
A458,60,65,70
A459,73,86,52
A460,86,79,80
A461,96,80,90
A462,92,77,64
A463,52,73,57
A464,51,99,81
A465,65,91,66
A466,87,87,58
A467,65,87,65
A468,93,83,70
A469,96,63,90
A470,52,75,70
A471,60,86,68
A472,84,70,60
A473,85,89,52
A474,72,53,63
A475,83,93,76
A476,96,96,80
A477,71,76,55
A478,92,50,71
A479,51,73,52
A480,51,59,99
A481,87,81,58
A482,88,97,96
A483,94,75,90
A484,66,77,57
A485,79,55,75
A486,61,64,75
A487,89,65,84
A488,92,84,67
A489,70,84,99
A490,59,56,57
A491,71,93,52
A492,76,79,51
A493,64,51,73
A494,59,99,68
A495,93,85,54
A496,78,59,94
A497,82,57,98
A498,51,94,67
A499,93,90,76
A500,51,88,74
